method,rank,score,source_photo,crop_image,gt_person_id,correct
centroid,31,0.7593,GRNn5dqntxTo6Am/20260429_163727,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163727/face_00.jpg,,1
centroid,32,0.7593,FCXZ97GMYoZfET9/20260421_183407,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_183407/face_00.jpg,,1
centroid,33,0.7582,PKRGk5ArAJnotHc/20260428_161905,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_161905/face_00.jpg,,1
centroid,34,0.7581,EcGMKXPB8XXMrSj/20260514_182349,data/steps/face_crop/EcGMKXPB8XXMrSj/20260514_182349/face_00.jpg,,1
centroid,35,0.7572,FCXZ97GMYoZfET9/20260421_183502,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_183502/face_00.jpg,,1
centroid,36,0.7568,FCXZ97GMYoZfET9/20260421_182411,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_182411/face_01.jpg,,1
centroid,37,0.7555,EjBRbsZ4L3kT36j/20260428_171605,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171605/face_00.jpg,,1
centroid,38,0.7553,8a6stfqDGdg3MHX/20260428_165430,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165430/face_01.jpg,,1
centroid,39,0.7544,6FTSxPHGgTHarEB/20260430_174216,data/steps/face_crop/6FTSxPHGgTHarEB/20260430_174216/face_00.jpg,,1
centroid,40,0.7523,EjBRbsZ4L3kT36j/20260428_171850,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171850/face_00.jpg,,1
centroid,41,0.7517,GRNn5dqntxTo6Am/20260429_164616,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164616/face_03.jpg,,1
centroid,42,0.7507,fQizjwKj2MaqQQC/20260506_171046,data/steps/face_crop/fQizjwKj2MaqQQC/20260506_171046/face_03.jpg,,1
centroid,43,0.7505,EcGMKXPB8XXMrSj/20260514_182940,data/steps/face_crop/EcGMKXPB8XXMrSj/20260514_182940/face_01.jpg,,1
centroid,44,0.7496,CdSg23WdQcjMDrZ/20260421_174050,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_174050/face_00.jpg,,1
centroid,45,0.7489,GRNn5dqntxTo6Am/20260429_164057,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164057/face_00.jpg,,1
centroid,46,0.7482,EjBRbsZ4L3kT36j/20260428_171702,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171702/face_02.jpg,,1
centroid,47,0.7461,8a6stfqDGdg3MHX/20260428_170814,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_170814/face_00.jpg,,1
centroid,48,0.7461,KGQ6aDsd2aaKoMX/20260422_172806,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_172806/face_00.jpg,,1
centroid,49,0.7455,GRNn5dqntxTo6Am/20260429_164902,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164902/face_00.jpg,,1
centroid,50,0.7454,EjBRbsZ4L3kT36j/20260428_171817,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171817/face_00.jpg,,1
centroid,51,0.7424,CdSg23WdQcjMDrZ/20260421_175136,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_175136/face_00.jpg,,1
centroid,52,0.7423,GRNn5dqntxTo6Am/20260429_164511,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164511/face_01.jpg,,1
centroid,53,0.7416,GRNn5dqntxTo6Am/20260429_163737,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163737/face_00.jpg,,1
centroid,54,0.7394,PKRGk5ArAJnotHc/20260428_164256,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_164256/face_00.jpg,,1
centroid,55,0.7393,EcGMKXPB8XXMrSj/20260514_182240,data/steps/face_crop/EcGMKXPB8XXMrSj/20260514_182240/face_01.jpg,,1
centroid,56,0.7386,GRNn5dqntxTo6Am/20260429_164355,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164355/face_00.jpg,,1
centroid,57,0.7376,8a6stfqDGdg3MHX/20260428_170716,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_170716/face_00.jpg,,1
centroid,58,0.7375,fQizjwKj2MaqQQC/20260506_172333,data/steps/face_crop/fQizjwKj2MaqQQC/20260506_172333/face_00.jpg,,1
centroid,59,0.7366,3fBXinPqztWt3CP/20260421_184550,data/steps/face_crop/3fBXinPqztWt3CP/20260421_184550/face_01.jpg,,1
centroid,60,0.7361,GRNn5dqntxTo6Am/20260429_162928,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_162928/face_02.jpg,,1
centroid,61,0.7358,PKRGk5ArAJnotHc/20260428_163839,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_163839/face_00.jpg,,1
centroid,62,0.7347,PKRGk5ArAJnotHc/20260428_163429,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_163429/face_00.jpg,,1
centroid,63,0.7306,GRNn5dqntxTo6Am/20260429_165435,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_165435/face_01.jpg,,1
centroid,64,0.7278,XfBqCe7qtcbfMLb/20260429_171519,data/steps/face_crop/XfBqCe7qtcbfMLb/20260429_171519/face_01.jpg,,1
centroid,65,0.7275,8a6stfqDGdg3MHX/20260428_164839,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_164839/face_00.jpg,,1
centroid,66,0.727,FCXZ97GMYoZfET9/20260421_183243,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_183243/face_00.jpg,,1
centroid,67,0.7266,XfBqCe7qtcbfMLb/20260429_171648,data/steps/face_crop/XfBqCe7qtcbfMLb/20260429_171648/face_00.jpg,,1
centroid,68,0.7265,FCXZ97GMYoZfET9/20260421_183341,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_183341/face_02.jpg,,1
centroid,69,0.7263,FCXZ97GMYoZfET9/20260421_183647,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_183647/face_03.jpg,,1
centroid,70,0.7259,KGQ6aDsd2aaKoMX/20260422_174700,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_174700/face_01.jpg,,1
centroid,71,0.7258,EjBRbsZ4L3kT36j/20260428_171759,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171759/face_01.jpg,,1
centroid,72,0.7245,GRNn5dqntxTo6Am/20260429_164421,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164421/face_00.jpg,,1
centroid,73,0.7213,GRNn5dqntxTo6Am/20260429_163938,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163938/face_00.jpg,,1
centroid,74,0.7211,8a6stfqDGdg3MHX/20260428_170856,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_170856/face_02.jpg,,1
centroid,75,0.7204,CdSg23WdQcjMDrZ/20260421_175717,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_175717/face_00.jpg,,1
centroid,76,0.7186,GRNn5dqntxTo6Am/20260429_164920,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164920/face_02.jpg,,1
centroid,77,0.7185,CdSg23WdQcjMDrZ/20260421_174503,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_174503/face_01.jpg,,1
centroid,78,0.7184,fQizjwKj2MaqQQC/20260506_172549,data/steps/face_crop/fQizjwKj2MaqQQC/20260506_172549/face_01.jpg,,1
centroid,79,0.7174,GRNn5dqntxTo6Am/20260429_164706,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164706/face_00.jpg,,1
centroid,80,0.7174,fQizjwKj2MaqQQC/20260506_172625,data/steps/face_crop/fQizjwKj2MaqQQC/20260506_172625/face_01.jpg,,1
centroid,81,0.7172,3fBXinPqztWt3CP/20260421_185934,data/steps/face_crop/3fBXinPqztWt3CP/20260421_185934/face_01.jpg,,1
centroid,82,0.7167,PKRGk5ArAJnotHc/20260428_163415,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_163415/face_00.jpg,,1
centroid,83,0.7166,6FTSxPHGgTHarEB/20260430_174257,data/steps/face_crop/6FTSxPHGgTHarEB/20260430_174257/face_00.jpg,,1
centroid,84,0.7165,EjBRbsZ4L3kT36j/20260428_171721,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171721/face_00.jpg,,1
centroid,85,0.7153,KGQ6aDsd2aaKoMX/20260422_172734,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_172734/face_01.jpg,,1
centroid,86,0.7143,CdSg23WdQcjMDrZ/20260421_175423,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_175423/face_03.jpg,,1
centroid,87,0.7099,PKRGk5ArAJnotHc/20260428_163557,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_163557/face_01.jpg,,1
centroid,88,0.7081,EjBRbsZ4L3kT36j/20260428_171547,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171547/face_03.jpg,,1
centroid,89,0.7065,GRNn5dqntxTo6Am/20260429_165619,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_165619/face_03.jpg,,1
centroid,90,0.7051,8a6stfqDGdg3MHX/20260428_170751,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_170751/face_03.jpg,,1
centroid,91,0.7037,6FTSxPHGgTHarEB/20260430_174308,data/steps/face_crop/6FTSxPHGgTHarEB/20260430_174308/face_01.jpg,,1
centroid,92,0.7028,GRNn5dqntxTo6Am/20260429_163754,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163754/face_01.jpg,,1
centroid,93,0.7027,KGQ6aDsd2aaKoMX/20260422_173626,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_173626/face_01.jpg,,1
centroid,94,0.7023,CdSg23WdQcjMDrZ/20260421_180832,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_180832/face_02.jpg,,1
centroid,95,0.701,FCXZ97GMYoZfET9/20260421_184430,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_184430/face_00.jpg,,1
centroid,96,0.6995,XfBqCe7qtcbfMLb/20260429_171537,data/steps/face_crop/XfBqCe7qtcbfMLb/20260429_171537/face_00.jpg,,1
centroid,97,0.6993,KGQ6aDsd2aaKoMX/20260422_174824,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_174824/face_02.jpg,,1
centroid,98,0.6992,6FTSxPHGgTHarEB/20260430_174440,data/steps/face_crop/6FTSxPHGgTHarEB/20260430_174440/face_00.jpg,,1
centroid,99,0.6968,PKRGk5ArAJnotHc/20260428_163621,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_163621/face_01.jpg,,1
centroid,100,0.696,CdSg23WdQcjMDrZ/20260421_174942,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_174942/face_00.jpg,,1
