method,rank,score,source_photo,crop_image,gt_person_id,correct
max,21,0.7607,GRNn5dqntxTo6Am/20260429_163945,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163945/face_01.jpg,,1
max,22,0.7602,KGQ6aDsd2aaKoMX/20260422_175510,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_175510/face_03.jpg,,1
max,23,0.7574,CdSg23WdQcjMDrZ/20260421_181245,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_181245/face_01.jpg,,1
max,24,0.7565,KGQ6aDsd2aaKoMX/20260422_175539,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_175539/face_01.jpg,,1
max,25,0.7495,fQizjwKj2MaqQQC/20260506_172506,data/steps/face_crop/fQizjwKj2MaqQQC/20260506_172506/face_02.jpg,,1
max,26,0.7371,GRNn5dqntxTo6Am/20260429_163038,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163038/face_03.jpg,,1
max,27,0.7367,GRNn5dqntxTo6Am/20260429_164741,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164741/face_01.jpg,,1
max,28,0.7356,8a6stfqDGdg3MHX/20260428_165633,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165633/face_01.jpg,,1
max,29,0.7334,GRNn5dqntxTo6Am/20260429_164103,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164103/face_00.jpg,,1
max,30,0.7255,GRNn5dqntxTo6Am/20260429_163618,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163618/face_02.jpg,,1
max,31,0.7235,fQizjwKj2MaqQQC/20260506_171737,data/steps/face_crop/fQizjwKj2MaqQQC/20260506_171737/face_02.jpg,,1
max,32,0.7207,GRNn5dqntxTo6Am/20260429_164046,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164046/face_01.jpg,,1
max,33,0.7195,PKRGk5ArAJnotHc/20260428_164315,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_164315/face_00.jpg,,1
max,34,0.7173,PKRGk5ArAJnotHc/20260428_164453,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_164453/face_00.jpg,,1
max,35,0.717,CdSg23WdQcjMDrZ/20260421_180832,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_180832/face_04.jpg,,1
max,36,0.7163,fQizjwKj2MaqQQC/20260506_172333,data/steps/face_crop/fQizjwKj2MaqQQC/20260506_172333/face_02.jpg,,1
max,37,0.7111,FCXZ97GMYoZfET9/20260421_184121,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_184121/face_02.jpg,,1
max,38,0.7083,EcGMKXPB8XXMrSj/20260514_182940,data/steps/face_crop/EcGMKXPB8XXMrSj/20260514_182940/face_00.jpg,,1
max,39,0.7081,EcGMKXPB8XXMrSj/20260514_182240,data/steps/face_crop/EcGMKXPB8XXMrSj/20260514_182240/face_00.jpg,,1
max,40,0.7076,8a6stfqDGdg3MHX/20260428_170646,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_170646/face_01.jpg,,1
max,41,0.7073,CdSg23WdQcjMDrZ/20260421_181330,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_181330/face_01.jpg,,1
max,42,0.7068,KGQ6aDsd2aaKoMX/20260422_174736,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_174736/face_00.jpg,,1
max,43,0.7054,GRNn5dqntxTo6Am/20260429_165435,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_165435/face_00.jpg,,1
max,44,0.7053,EjBRbsZ4L3kT36j/20260428_171733,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171733/face_00.jpg,,1
max,45,0.7045,8a6stfqDGdg3MHX/20260428_165430,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165430/face_00.jpg,,1
max,46,0.6982,CdSg23WdQcjMDrZ/20260421_180939,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_180939/face_01.jpg,,1
max,47,0.6971,FCXZ97GMYoZfET9/20260421_182411,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_182411/face_00.jpg,,1
max,48,0.6921,EjBRbsZ4L3kT36j/20260428_172158,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_172158/face_00.jpg,,1
max,49,0.6896,EjBRbsZ4L3kT36j/20260428_171817,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171817/face_01.jpg,,1
max,50,0.6857,CdSg23WdQcjMDrZ/20260421_180551,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_180551/face_00.jpg,,1
max,51,0.6816,GRNn5dqntxTo6Am/20260429_164057,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164057/face_01.jpg,,1
max,52,0.6784,GRNn5dqntxTo6Am/20260429_163124,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163124/face_02.jpg,,1
max,53,0.6757,GRNn5dqntxTo6Am/20260429_164616,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164616/face_04.jpg,,1
max,54,0.6752,PKRGk5ArAJnotHc/20260428_163456,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_163456/face_01.jpg,,1
max,55,0.6733,FCXZ97GMYoZfET9/20260421_181733,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_181733/face_02.jpg,,1
max,56,0.6714,EjBRbsZ4L3kT36j/20260428_171823,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171823/face_00.jpg,,1
max,57,0.6701,CdSg23WdQcjMDrZ/20260421_181010,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_181010/face_02.jpg,,1
max,58,0.6686,EjBRbsZ4L3kT36j/20260428_171709,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171709/face_01.jpg,,1
max,59,0.6683,EjBRbsZ4L3kT36j/20260428_171628,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171628/face_02.jpg,,1
max,60,0.6678,EjBRbsZ4L3kT36j/20260428_171634,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171634/face_00.jpg,,1
max,61,0.6647,8a6stfqDGdg3MHX/20260428_170814,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_170814/face_01.jpg,,1
max,62,0.6643,GRNn5dqntxTo6Am/20260429_165722,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_165722/face_00.jpg,,1
max,63,0.6642,FCXZ97GMYoZfET9/20260421_183527,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_183527/face_02.jpg,,1
max,64,0.6612,8a6stfqDGdg3MHX/20260428_170716,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_170716/face_01.jpg,,1
max,65,0.6612,8a6stfqDGdg3MHX/20260428_165617,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165617/face_00.jpg,,1
max,66,0.6611,XfBqCe7qtcbfMLb/20260429_170837,data/steps/face_crop/XfBqCe7qtcbfMLb/20260429_170837/face_02.jpg,,1
max,67,0.6595,XfBqCe7qtcbfMLb/20260429_171513,data/steps/face_crop/XfBqCe7qtcbfMLb/20260429_171513/face_01.jpg,,1
max,68,0.6504,XfBqCe7qtcbfMLb/20260429_171600,data/steps/face_crop/XfBqCe7qtcbfMLb/20260429_171600/face_00.jpg,,1
max,69,0.6501,8a6stfqDGdg3MHX/20260428_165022,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165022/face_02.jpg,,1
max,70,0.6484,CdSg23WdQcjMDrZ/20260421_180503,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_180503/face_02.jpg,,1
max,71,0.6474,KGQ6aDsd2aaKoMX/20260422_175020,data/steps/face_crop/KGQ6aDsd2aaKoMX/20260422_175020/face_01.jpg,,1
max,72,0.6429,EjBRbsZ4L3kT36j/20260428_172043,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_172043/face_01.jpg,,1
max,73,0.6415,GRNn5dqntxTo6Am/20260429_162936,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_162936/face_01.jpg,,1
max,74,0.6407,EjBRbsZ4L3kT36j/20260428_171721,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171721/face_01.jpg,,1
max,75,0.6402,EcGMKXPB8XXMrSj/20260514_182307,data/steps/face_crop/EcGMKXPB8XXMrSj/20260514_182307/face_00.jpg,,1
max,76,0.6314,CdSg23WdQcjMDrZ/20260421_180342,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_180342/face_04.jpg,,1
max,77,0.6313,3fBXinPqztWt3CP/20260421_184550,data/steps/face_crop/3fBXinPqztWt3CP/20260421_184550/face_02.jpg,,1
max,78,0.6252,GRNn5dqntxTo6Am/20260429_163202,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163202/face_03.jpg,,1
max,79,0.6225,GRNn5dqntxTo6Am/20260429_163754,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163754/face_00.jpg,,1
max,80,0.6221,CdSg23WdQcjMDrZ/20260421_175529,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_175529/face_02.jpg,,1
max,81,0.6218,8a6stfqDGdg3MHX/20260428_165028,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165028/face_04.jpg,,1
max,82,0.6204,3fBXinPqztWt3CP/20260421_185934,data/steps/face_crop/3fBXinPqztWt3CP/20260421_185934/face_00.jpg,,1
max,83,0.6196,PKRGk5ArAJnotHc/20260428_163727,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_163727/face_09.jpg,,1
max,84,0.6169,EjBRbsZ4L3kT36j/20260428_171741,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_171741/face_00.jpg,,1
max,85,0.6163,8a6stfqDGdg3MHX/20260428_170536,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_170536/face_02.jpg,,1
max,86,0.6142,8a6stfqDGdg3MHX/20260428_165744,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165744/face_03.jpg,,1
max,87,0.6133,EcGMKXPB8XXMrSj/20260514_182253,data/steps/face_crop/EcGMKXPB8XXMrSj/20260514_182253/face_01.jpg,,1
max,88,0.6124,XfBqCe7qtcbfMLb/20260429_171357,data/steps/face_crop/XfBqCe7qtcbfMLb/20260429_171357/face_01.jpg,,1
max,89,0.6119,CdSg23WdQcjMDrZ/20260421_180609,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_180609/face_01.jpg,,1
max,90,0.6099,CdSg23WdQcjMDrZ/20260421_180806,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_180806/face_00.jpg,,1
max,91,0.608,8a6stfqDGdg3MHX/20260428_165724,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165724/face_09.jpg,,1
max,92,0.6047,EjBRbsZ4L3kT36j/20260428_172124,data/steps/face_crop/EjBRbsZ4L3kT36j/20260428_172124/face_00.jpg,,1
max,93,0.604,EcGMKXPB8XXMrSj/20260514_182549,data/steps/face_crop/EcGMKXPB8XXMrSj/20260514_182549/face_04.jpg,,1
max,94,0.6037,GRNn5dqntxTo6Am/20260429_164348,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_164348/face_01.jpg,,1
max,95,0.6031,FCXZ97GMYoZfET9/20260421_184503,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_184503/face_05.jpg,,1
max,96,0.6021,PKRGk5ArAJnotHc/20260428_164245,data/steps/face_crop/PKRGk5ArAJnotHc/20260428_164245/face_01.jpg,,1
max,97,0.6009,CdSg23WdQcjMDrZ/20260421_174426,data/steps/face_crop/CdSg23WdQcjMDrZ/20260421_174426/face_00.jpg,,1
max,98,0.5999,FCXZ97GMYoZfET9/20260421_183540,data/steps/face_crop/FCXZ97GMYoZfET9/20260421_183540/face_01.jpg,,1
max,99,0.5976,8a6stfqDGdg3MHX/20260428_165859,data/steps/face_crop/8a6stfqDGdg3MHX/20260428_165859/face_01.jpg,,1
max,100,0.5968,GRNn5dqntxTo6Am/20260429_163956,data/steps/face_crop/GRNn5dqntxTo6Am/20260429_163956/face_01.jpg,,1
