timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-24T20:57:09,face-recognition-hpopt-insightface,5ecfa7b7-b141-4a3a-8d75-6e4f3c369254,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8608.674617276993,0.14455410419740924,1.679167939595481e-05,31.002781170541372,61.483460860429346,70.0,0.07146921416216845,0.14663093063798271,0.1613567503236428,0.3794568951237937,0.0,Germany,DEU,state of berlin,,,Linux-6.8.0-117-generic-x86_64-with-glibc2.39,3.12.3,3.2.8,96,AMD EPYC 7352 24-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.3753,52.5694,503.4644546508789,machine,2.486883116883117,15.256316410861865,2.612491145218418,13.152040393293397,N,1.0,0.0
